,id,data,jhi_timestamp,device_id
10,64576,"{""_id"":""60a645aa4fce3476558f8750"",""_xt"":""1621509546293"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:19:06.293Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:19:04;1;G;0;N44.477053;E26.060645;81.1;6.207;348.26;1001;8;1;2021-05-20;14:18:10;N44.476513;E26.059681;219;50;226@10@140@35111@63;0S44.23+26.01;;^;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621509546293,3151
11,64577,"{""_id"":""60a6484f4fce3476558f8760"",""_xt"":""1621510223195"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:30:23.195Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:30:21;1;G;0;N44.477188;E26.060409;93.1;0.421;0;1001;8;6;2021-05-20;14:19:04;N44.477053;E26.060645;234;50;226@10@140@35111@63;00;0;[;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510223195,3151
12,64578,"{""_id"":""60a649744fce3476558f8762"",""_xt"":""1621510516134"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:35:16.134Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:35:14;1;G;0;N44.476435;E26.057808;89.2;0.236;0;1001;9;1;2021-05-20;14:30:21;N44.477188;E26.060409;258;50;226@10@140@35111@50;B044.23+26.01;;?;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510516134,3151
13,64579,"{""_id"":""60a649e94fce3476558f8764"",""_xt"":""1621510633301"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:37:13.301Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:37:11;1;G;0;N44.480351;E26.065159;88.4;14.410;51.06;1001;9;1;2021-05-20;14:35:14;N44.476435;E26.057808;276;50;226@10@140@10801@41;B044.23+26.01;;\u000F;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510633301,3151
14,64580,"{""_id"":""60a64a1e4fce3476558f8766"",""_xt"":""1621510686163"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:38:06.163Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:38:04;1;G;0;N44.477985;E26.072064;92.7;21.587;150.32;1001;7;1;2021-05-20;14:37:11;N44.480351;E26.065159;278;50;226@10@140@21261@255;B044.23+26.01;;`;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510686163,3151
15,64581,"{""_id"":""60a64a5a4fce3476558f8768"",""_xt"":""1621510746983"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:39:06.983Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:39:05;1;G;0;N44.470946;E26.076245;93.8;54.412;160.78;1001;7;1;2021-05-20;14:38:04;N44.477985;E26.072064;285;50;226@10@140@22806@255;B044.23+26.01;;J;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510746983,3151
16,64582,"{""_id"":""60a64a9a4fce3476558f876a"",""_xt"":""1621510810088"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:40:10.088Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:40:07;1;G;0;N44.469382;E26.076983;90.2;0.273;0;1001;8;1;2021-05-20;14:39:05;N44.470946;E26.076245;288;50;226@10@140@10093@39;B044.23+26.01;;*;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510810088,3151
17,64583,"{""_id"":""60a64ad54fce3476558f876e"",""_xt"":""1621510869669"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:41:09.669Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:41:08;1;G;0;N44.468925;E26.077187;81.0;26.205;162.81;1001;8;1;2021-05-20;14:40:07;N44.469382;E26.076983;305;50;226@10@140@20093@51;B044.23+26.01;;.;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510869669,3151
18,64584,"{""_id"":""60a64b124fce3476558f8776"",""_xt"":""1621510930567"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:42:10.567Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:42:09;1;G;0;N44.465643;E26.078973;92.4;53.180;160.53;1001;9;1;2021-05-20;14:41:08;N44.468925;E26.077187;312;50;226@10@140@20093@49;0044.23+26.01;;4;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510930567,3151
19,64585,"{""_id"":""60a64b4d4fce3476558f877e"",""_xt"":""1621510989980"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:43:09.980Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:43:08;1;G;0;N44.460076;E26.081634;116.1;8.866;157.84;1001;9;1;2021-05-20;14:42:09;N44.465643;E26.078973;319;50;226@10@140@11271@33;BS44.23+26.01;;\u0003;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621510989980,3151
20,64586,"{""_id"":""60a64b8a4fce3476558f8786"",""_xt"":""1621511050373"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:44:10.373Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:44:08;1;G;0;N44.454985;E26.084333;103.1;19.475;161.20;1001;9;1;2021-05-20;14:43:08;N44.460076;E26.081634;340;50;0@0@0@0@0;BS44.23+26.01;;\u0001;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511050373,3151
21,64587,"{""_id"":""60a64bc64fce3476558f878e"",""_xt"":""1621511110198"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:45:10.198Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:45:08;1;G;0;N44.453350;E26.085364;91.0;4.562;160.46;1001;9;1;2021-05-20;14:44:08;N44.454985;E26.084333;358;50;226@10@100@30181@62;B044.23+26.01;;\u0004;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511110198,3151
22,64588,"{""_id"":""60a64c414fce3476558f8797"",""_xt"":""1621511233650"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:47:13.650Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:47:12;1;G;0;N44.448502;E26.092165;107.2;28.076;146.87;1001;9;1;2021-05-20;14:45:08;N44.453350;E26.085364;378;50;0@0@0@0@0;B044.23+26.01;;\u0010;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511233650,3151
23,64589,"{""_id"":""60a64c7f4fce3476558f8799"",""_xt"":""1621511295141"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:48:15.141Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:48:13;1;G;0;N44.448024;E26.092522;5.3;2.331;219.63;1001;8;1;2021-05-20;14:47:12;N44.448502;E26.092165;386;50;226@10@100@35121@57;B044.23+26.01;;H;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511295141,3151
24,64590,"{""_id"":""60a64cb64fce3476558f879b"",""_xt"":""1621511350761"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:49:10.761Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:49:08;1;G;0;N44.447342;E26.090046;79.1;3.091;0;1001;9;1;2021-05-20;14:48:13;N44.448024;E26.092522;403;50;226@10@100@34721@63;0S44.23+26.01;;8;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511350761,3151
25,64591,"{""_id"":""60a64cf44fce3476558f879d"",""_xt"":""1621511412259"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:50:12.259Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:50:10;1;G;0;N44.447213;E26.089996;65.2;0.382;0;1001;7;1;2021-05-20;14:49:08;N44.447342;E26.090046;434;50;226@10@100@34721@63;B044.23+26.01;;A;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511412259,3151
26,64592,"{""_id"":""60a64d824fce3476558f879f"",""_xt"":""1621511554454"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:52:34.454Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:52:33;1;G;0;N44.443257;E26.093288;104.5;7.537;0;1001;8;1;2021-05-20;14:50:10;N44.447213;E26.089996;453;50;226@10@100@34881@63;BS44.23+26.01;;?;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511554454,3151
27,64593,"{""_id"":""60a64da94fce3476558f87a1"",""_xt"":""1621511593514"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:53:13.514Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:53:11;1;G;0;N44.442000;E26.094272;74.2;17.842;140.40;1001;8;1;2021-05-20;14:52:33;N44.443257;E26.093288;467;50;226@10@100@34881@53;B044.23+26.01;;D;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511593514,3151
28,64594,"{""_id"":""60a64de34fce3476558f87a3"",""_xt"":""1621511651282"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:54:11.282Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:54:09;1;G;0;N44.440372;E26.098409;97.4;7.117;0;1001;8;1;2021-05-20;14:53:11;N44.442000;E26.094272;506;50;0@0@0@0@0;BS44.23+26.01;;9;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511651282,3151
29,64595,"{""_id"":""60a64e1f4fce3476558f87a5"",""_xt"":""1621511711560"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:55:11.560Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:55:10;1;G;0;N44.440943;E26.100118;75.6;6.201;120.14;1001;8;1;2021-05-20;14:54:09;N44.440372;E26.098409;522;50;226@10@100@12681@255;BS44.23+26.01;;2;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511711560,3151
30,64596,"{""_id"":""60a64e5d4fce3476558f87a7"",""_xt"":""1621511773350"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:56:13.350Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:56:11;1;G;0;N44.439709;E26.103221;116.4;10.906;123.80;1001;9;1;2021-05-20;14:55:10;N44.440943;E26.100118;527;50;0@0@0@0@0;B044.23+26.01;;<;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511773350,3151
31,64597,"{""_id"":""60a64e994fce3476558f87a9"",""_xt"":""1621511833198"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:57:13.198Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:57:11;1;G;0;N44.439046;E26.103763;97.0;15.093;140.58;1001;7;1;2021-05-20;14:56:11;N44.439709;E26.103221;539;50;226@10@100@38801@53;B044.23+26.01;;?;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511833198,3151
32,64598,"{""_id"":""60a64f104fce3476558f87b3"",""_xt"":""1621511952737"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:59:12.737Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;14:59:11;1;G;0;N44.436724;E26.105617;76.5;0.119;0;1001;7;1;2021-05-20;14:57:11;N44.439046;E26.103763;575;50;226@10@100@28801@58;BS44.23+26.01;;\u0019;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621511952737,3151
33,64599,"{""_id"":""60a64f8e4fce3476558f87b5"",""_xt"":""1621512078917"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:01:18.917Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;15:01:17;1;G;0;N44.436760;E26.105668;74.9;0.079;0;1001;9;1;2021-05-20;14:59:11;N44.436724;E26.105617;575;50;226@10@100@28801@255;B044.23+26.01;;\u0002;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621512078917,3151
34,64600,"{""_id"":""60a651764fce3476558f87b8"",""_xt"":""1621512566709"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:09:26.709Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H02@#;352413080064321;9226103003325864;862182;2021-05-20;15:09:24;1;G;0;N44.434637;E26.109656;86.9;6.271;244.41;1001;8;1;2021-05-20;15:01:17;N44.436760;E26.105668;595;50;0@0@0@0@0;BS44.23+26.01;;I;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H02""}",1621512566709,3151
35,65468,"{""_id"":""60a641a14fce3476558f871c"",""_xt"":""1621508513757"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:01:53.757Z"",""s"":""::ffff:37.251.222.224"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;14:01:52;reply;8;1015;\u000F;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621508513757,3151
36,65470,"{""_id"":""60a641c14fce3476558f8721"",""_xt"":""1621508545635"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:02:25.635Z"",""s"":""::ffff:109.166.137.128"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;14:02:24;reply;8;1013;\u0011;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621508545635,3151
37,65471,"{""_id"":""60a641e24fce3476558f8725"",""_xt"":""1621508578540"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:02:58.540Z"",""s"":""::ffff:109.166.137.247"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;14:02:57;reply;8;1013;\u000B;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621508578540,3151
38,65472,"{""_id"":""60a642024fce3476558f8727"",""_xt"":""1621508610536"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:03:30.536Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;14:03:29;reply;8;1012;\f;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621508610536,3151
39,65483,"{""_id"":""60a648464fce3476558f875f"",""_xt"":""1621510214953"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T11:30:14.953Z"",""s"":""::ffff:109.166.139.241"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;14:30:13;reply;8;1001;\u0015;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621510214953,3151
40,65499,"{""_id"":""60a652064fce3476558f87c0"",""_xt"":""1621512710908"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:11:50.908Z"",""s"":""::ffff:109.166.132.6"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:11:49;reply;8;1001;\f;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621512710908,3151
41,65500,"{""_id"":""60a6531c4fce3476558f87c6"",""_xt"":""1621512988986"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:16:28.986Z"",""s"":""::ffff:37.251.220.20"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:16:27;reply;8;1024;\u0006;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621512988986,3151
42,65508,"{""_id"":""60a655e44fce3476558f87e3"",""_xt"":""1621513700669"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:28:20.669Z"",""s"":""::ffff:37.251.220.20"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:28:19;reply;8;1031;\u0004;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621513700669,3151
43,65509,"{""_id"":""60a656044fce3476558f87e7"",""_xt"":""1621513732026"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:28:52.026Z"",""s"":""::ffff:37.251.223.227"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:28:51;reply;8;1031;\b;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621513732026,3151
44,65517,"{""_id"":""60a658b24fce3476558f87ff"",""_xt"":""1621514418648"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:40:18.648Z"",""s"":""::ffff:37.251.223.227"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:40:17;reply;8;2038;\u0004;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621514418648,3151
45,65518,"{""_id"":""60a658d14fce3476558f8803"",""_xt"":""1621514449391"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:40:49.391Z"",""s"":""::ffff:185.53.197.212"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:40:48;reply;8;2039;c;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621514449391,3151
46,65519,"{""_id"":""60a658f04fce3476558f8807"",""_xt"":""1621514480914"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:41:20.914Z"",""s"":""::ffff:109.166.137.189"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:41:19;reply;8;2039;d;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621514480914,3151
47,65522,"{""_id"":""60a65ba04fce3476558f8811"",""_xt"":""1621515168453"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:52:48.453Z"",""s"":""::ffff:109.166.137.189"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:52:47;reply;8;3046;b;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621515168453,3151
48,65523,"{""_id"":""60a65bbf4fce3476558f8815"",""_xt"":""1621515199812"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T12:53:19.812Z"",""s"":""::ffff:185.53.198.245"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;15:53:18;reply;8;3046;c;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621515199812,3151
49,65525,"{""_id"":""60a65e6f4fce3476558f881d"",""_xt"":""1621515887495"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T13:04:47.495Z"",""s"":""::ffff:185.53.198.245"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;16:04:46;reply;8;3051;\u0005;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621515887495,3151
50,65526,"{""_id"":""60a65e8e4fce3476558f8821"",""_xt"":""1621515918275"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T13:05:18.275Z"",""s"":""::ffff:185.53.199.213"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;16:05:17;reply;8;3051;\u0006;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621515918275,3151
51,65527,"{""_id"":""60a65ead4fce3476558f8825"",""_xt"":""1621515949845"",""ei"":""352413080064321"",""si"":""9226103003325864"",""dt"":""2021-05-20T13:05:49.845Z"",""s"":""::ffff:109.166.129.240"",""c"":""#@H13@#;352413080064321;9226103003325864;862182;2021-05-20;16:05:48;reply;8;3051;\u0002;\u0001"",""y"":""2021"",""m"":""5"",""d"":""20"",""p"":""H13""}",1621515949845,3151
